PM10,NO,NO2,O3,PM25
5.217,1.43459,7.33523,55.03143,4.0
5.217,0.86075,4.58275,54.28304,4.0
5.217,0.84968,3.60033,52.42039,4.0
7.15,0.8072,2.12064,61.26799,5.0
4.251,0.6054,2.49723,62.26584,2.0
7.15,0.76471,3.51232,63.51315,0.0
6.184,0.89216,3.82065,65.50885,3.0
8.116,3.66424,12.11352,60.12046,6.0
11.981,7.64712,17.15617,54.54913,5.0
8.116,7.09482,21.09267,52.5867,5.0
6.184,7.93388,21.48529,58.32433,6.0
6.184,9.17654,18.87466,54.13336,8.0
5.217,4.46082,12.90712,56.22885,8.0
7.15,6.11769,15.65597,56.5781,6.0
12.947,7.13731,17.71958,54.68218,4.0
6.184,7.61525,16.98674,57.07702,7.0
4.251,7.16917,11.97836,56.62799,6.0
1.353,5.03435,9.6601,59.12261,4.0
0.386,8.82605,18.45495,52.98584,9.0
7.15,3.09071,9.01332,55.43057,7.0
7.15,2.74022,9.75223,54.63229,2.0
9.082,2.86767,10.06056,54.03358,-2.0
9.082,3.1863,9.01787,54.73207,1.0
11.015,2.80394,8.8989,55.18111,2.0
5.217,1.84805,6.43533,55.77982,4.0
15.846,1.05148,3.22374,62.21595,4.0
18.744,0.67974,1.77873,68.11989,3.0
18.744,0.76471,2.99178,66.25724,7.0
17.778,0.6054,1.94311,63.76262,6.0
11.981,1.08334,3.42676,63.51315,3.0
10.048,0.63726,6.07536,58.77337,5.0
5.217,3.60052,13.97435,53.98369,4.0
17.778,3.12257,20.75218,42.5583,4.0
11.981,5.79906,21.78652,42.30884,4.0
14.879,6.11769,13.33873,50.39143,3.0
18.744,6.46819,16.02531,54.78197,3.0
14.879,5.32112,10.98351,55.231,6.0
19.71,6.72309,12.76309,54.5325,6.0
16.812,7.36035,13.70022,55.72992,6.0
14.879,5.63975,10.04158,59.27229,6.0
11.981,5.5123,14.21662,58.07487,5.0
17.778,6.8824,15.39018,57.32648,7.0
15.846,8.25251,14.49837,56.67788,4.0
10.048,5.03435,14.19383,57.32648,6.0
19.71,2.51718,11.90772,56.92734,5.0
11.015,2.5809,9.74464,58.47401,2.0
12.947,2.61276,28.13298,39.61465,6.0
7.15,0.89216,12.23325,50.29164,6.0
11.981,1.27452,8.67486,49.34368,6.0
9.082,0.92403,5.68604,46.5497,6.0
22.609,0.63726,3.05287,47.63071,6.0
9.082,0.67974,3.12206,48.96117,6.0
8.116,0.50981,2.2408,49.54325,6.0
9.082,0.35049,3.74445,48.5454,6.0
11.981,0.82844,4.06948,46.64949,4.0
8.116,2.29414,9.22722,41.76002,3.0
5.217,1.94364,11.67887,44.20476,2.0
4.251,6.11769,17.2176,44.25465,2.0
11.015,6.05397,16.81156,48.19616,2.0
8.116,4.36523,14.56493,49.79272,6.0
6.184,5.22553,12.6917,53.8839,5.0
7.15,5.06621,12.02923,56.42842,5.0
8.116,5.83093,13.52656,57.8753,3.0
7.15,4.84317,12.47198,58.92304,5.0
11.015,6.65936,15.63142,59.57165,6.0
8.116,3.66424,11.00528,61.16821,5.0
5.217,2.61276,9.24241,63.46326,2.0
6.184,1.56129,7.83216,64.86025,3.0
5.217,1.68874,12.06972,61.66713,5.0
6.184,0.57353,19.22016,51.73852,5.0
8.116,0.98775,23.32027,45.9011,3.0
8.116,1.94364,37.0678,32.48002,5.0
12.947,1.69936,30.03726,36.47142,7.0
11.015,0.98775,24.78114,36.92045,9.0
23.575,0.89216,22.5433,35.78955,10.0
6.184,0.76471,12.46225,43.30669,11.0
9.082,1.14707,16.57764,41.71013,6.0
7.15,0.66912,5.17013,54.83186,6.0
9.082,2.26227,19.14954,40.36303,7.0
4.251,4.0466,27.04271,34.32604,5.0
11.015,6.34073,23.07171,40.51271,6.0
8.116,4.46082,16.38299,44.10497,3.0
9.082,2.89953,12.48007,48.79487,4.0
7.15,3.28189,10.43293,51.78842,5.0
11.015,3.02698,11.7809,48.29594,7.0
9.082,3.12257,13.75007,47.79702,8.0
8.116,4.42895,16.63334,44.90325,5.0
11.015,5.73534,16.09112,50.69078,7.0
11.981,3.60052,11.10299,61.06842,6.0
8.116,2.13482,8.41362,65.40907,9.0
5.217,2.5809,11.15513,62.01638,4.0
6.184,2.07109,13.69995,61.46756,5.0
6.184,1.17893,9.42593,64.96004,7.0
8.116,0.76471,9.20468,61.06842,7.0
16.812,1.33825,13.41313,55.63014,5.0
10.048,0.50981,14.53226,53.48476,5.0
7.15,0.82844,19.83681,47.99659,5.0
6.184,0.47794,18.66148,42.40863,10.0
13.913,0.63726,23.20281,33.99342,6.0
8.116,0.33987,17.34515,37.45264,7.0
6.184,0.70099,12.67751,43.20691,7.0
4.251,0.57353,10.80756,44.85336,9.0
10.048,0.50981,11.71127,40.91185,7.0
11.015,0.73285,16.86014,33.82712,10.0
11.015,2.96326,21.0972,23.49937,6.0
9.082,4.42895,21.01595,29.03744,12.0
14.879,1.94364,9.81501,44.90325,11.0
8.116,1.68874,12.3216,51.28949,14.0
8.116,1.49756,6.6705,65.30928,3.0
7.15,2.03923,6.7467,67.25509,8.0
7.15,1.87992,6.03385,68.05337,6.0
12.947,2.19855,7.10692,66.25724,9.0
13.913,1.05148,7.05223,64.36133,6.0
8.116,1.33825,8.4764,61.71702,3.0
10.048,0.8603,8.20174,60.86885,3.0
7.15,0.63726,8.84598,63.16391,7.0
6.184,0.50981,9.94815,63.46326,6.0
11.015,0.98775,13.95055,58.07487,6.0
12.947,0.54167,14.28191,55.77982,7.0
11.981,0.6054,16.60219,50.44132,9.0
17.778,0.54167,14.28191,50.99014,5.0
17.778,0.72223,12.93039,50.55773,18.0
18.744,0.50981,19.83841,35.85608,11.0
13.913,0.6054,19.12093,34.42583,11.0
21.643,0.73285,17.36389,31.83142,7.0
19.71,0.76471,18.72553,27.2912,11.0
14.879,1.33825,22.02723,21.55356,12.0
16.812,2.19855,18.99538,23.89851,9.0
14.879,2.96326,17.16797,26.29335,8.0
16.812,6.8824,23.45016,20.70539,9.0
16.812,6.3726,19.19437,29.98539,8.0
4.251,2.80394,12.22364,44.554,14.0
14.879,2.42159,9.83779,63.41337,13.0
4.251,1.7206,7.38638,69.50025,12.0
14.879,1.56129,8.89003,66.5566,7.0
10.048,1.49756,9.44112,64.36133,7.0
12.947,1.75246,11.66976,62.41552,5.0
17.778,1.91178,16.11034,68.15316,11.0
15.846,1.11521,14.6115,72.74327,16.0
17.778,0.70099,14.99475,68.95144,9.0
12.947,0.50981,21.28249,58.27444,11.0
21.643,0.47794,32.16194,43.65594,13.0
26.474,1.91178,53.33736,20.40603,15.0
29.372,5.5123,59.25174,12.6228,16.0
25.508,0.73285,38.62208,26.99184,18.0
35.17,0.21242,28.15288,33.12862,31.0
17.778,0.33987,20.97214,32.13077,12.0
16.812,0.66912,20.53447,30.48432,17.0
13.913,0.8603,24.57357,19.90711,13.0
20.677,0.89216,17.01886,23.34969,12.0
16.812,1.21079,16.47993,23.54926,13.0
12.947,3.02698,14.60189,25.34539,13.0
11.015,5.19367,16.82092,26.89206,8.0
12.947,11.7893,28.01632,25.49507,12.0
18.744,3.02698,14.45076,66.60649,9.0
14.879,1.24266,8.21997,84.06886,11.0
10.048,1.43383,7.77571,90.55489,10.0
11.015,1.30638,7.31626,92.35102,6.0
8.116,1.4657,8.07948,89.00822,8.0
11.981,1.33825,8.82902,92.80005,5.0
8.116,1.43383,8.73283,94.94543,6.0
14.879,1.30638,9.38163,93.44865,6.0
14.879,1.65688,13.32757,97.7893,9.0
11.015,0.66912,17.36085,96.19274,7.0
18.744,0.76471,25.72763,73.54155,12.0
23.575,0.76471,35.19811,51.93809,14.0
25.508,0.76471,38.37172,46.99874,19.0
26.474,0.98775,44.52809,45.95099,14.0
21.643,0.63726,19.37433,69.94929,9.0
28.406,0.50981,15.67409,67.78728,18.0
17.778,0.67974,19.64502,60.00405,9.0
13.913,0.6054,11.66545,63.51315,10.0
11.981,0.38236,12.56157,61.01853,9.0
19.71,0.50981,20.0735,51.58885,8.0
6.184,0.76471,24.01489,47.69723,7.0
12.947,1.78433,28.19423,42.40863,8.0
16.812,3.40934,28.22133,47.69723,12.0
17.778,3.88728,21.89688,57.17681,6.0
4.251,3.28189,20.05452,55.18111,10.0
5.217,4.11033,15.35878,55.38068,10.0
8.116,4.39709,16.02732,55.97939,7.0
13.913,3.25002,11.94265,62.46541,9.0
11.981,2.89953,11.57332,58.72347,11.0
8.116,3.34561,10.28484,57.12691,8.0
13.913,3.4412,10.03752,56.97724,7.0
8.116,4.36523,12.54994,56.37853,4.0
13.913,2.07109,19.7953,43.00734,2.0
12.947,2.13482,15.11348,46.64949,4.0
15.846,2.13482,14.55936,44.40433,3.0
14.879,1.11521,13.45288,41.41078,6.0
11.015,0.92403,15.20688,36.92045,9.0
30.339,0.67974,15.41353,36.52131,25.0
9.082,0.46732,12.04508,36.98697,5.0
8.116,0.44608,7.42637,39.56475,4.0
10.048,0.50981,10.6534,35.67314,3.0
11.015,0.8603,13.64222,33.72733,5.0
11.981,2.61276,19.01513,31.33249,5.0
11.981,4.20591,20.19932,29.88561,8.0
18.744,6.27701,18.58531,32.08088,6.0
16.812,5.92652,13.88374,41.76002,7.0
15.846,4.20591,11.58522,53.53465,6.0
14.879,3.28189,10.6848,63.66283,6.0
23.575,2.70835,12.42058,66.00778,10.0
19.71,2.5809,10.80251,73.8409,6.0
21.643,1.94364,15.20512,69.99918,10.0
16.812,2.86767,19.68215,58.5239,14.0
10.048,3.4412,15.07501,58.27444,10.0
9.082,3.05885,16.97102,57.32648,10.0
11.015,2.42159,13.91815,54.18326,5.0
11.015,1.87992,12.93521,49.84261,7.0
9.082,1.62501,12.26818,49.44347,12.0
9.082,1.52942,17.90561,46.84906,12.0
11.015,2.03923,25.13352,38.76647,7.0
7.15,1.14707,17.58513,42.5583,7.0
8.116,0.73285,11.21816,42.50841,5.0
11.015,0.2549,7.7363,42.37536,4.0
7.15,0.59478,8.82716,36.85393,6.0
4.251,0.63726,7.38511,35.97249,7.0
9.082,0.50981,11.6609,29.48647,4.0
9.082,0.70099,11.01514,31.38238,6.0
8.116,2.67649,16.3483,26.24346,5.0
10.048,6.85054,23.09601,18.80947,6.0
12.947,9.55889,22.31838,21.00474,8.0
11.981,7.55153,17.13482,29.78582,7.0
6.184,6.08583,12.58159,37.71873,5.0
10.048,6.43632,13.0013,37.51916,10.0
7.15,4.55641,13.61693,40.76217,7.0
6.184,3.85542,11.01439,51.48906,6.0
12.947,3.75983,11.61433,53.73422,7.0
11.015,4.0466,15.25499,50.09207,5.0
3.285,3.05885,12.43729,54.33293,12.0
4.251,3.50493,14.87655,49.09422,9.0
2.319,2.96326,16.05972,42.85766,5.0
-0.58,2.29414,18.09319,38.26755,7.0
4.251,1.56129,16.19438,39.01594,6.0
7.15,1.33825,14.26951,40.06368,5.0
5.217,1.17893,13.60704,40.91185,6.0
2.319,1.21079,12.65144,37.36948,5.0
5.217,0.79657,12.27907,31.18281,4.0
3.285,1.23204,16.78319,22.35184,11.0
5.217,0.46732,12.78391,26.47629,7.0
9.082,0.31863,11.29916,29.03744,8.0
8.116,0.54167,7.8843,34.22626,8.0
4.251,1.14707,10.8349,31.13292,11.0
12.947,1.97551,18.32987,22.75098,11.0
15.846,7.29662,25.43452,17.21291,8.0
11.015,6.65936,20.06441,30.78367,7.0
14.879,4.68386,13.72375,43.75572,5.0
11.015,2.93139,9.20722,51.43917,4.0
6.184,4.01474,13.03698,47.2482,1.0
4.251,4.26964,15.81975,44.20476,6.0
6.184,4.11033,15.76178,43.40648,8.0
4.251,3.34561,13.10583,45.75142,9.0
9.082,4.87504,20.8861,39.96389,7.0
10.048,6.72309,24.14781,35.77292,10.0
5.217,4.26964,16.928,46.30024,6.0
6.184,5.1618,12.43679,46.30024,4.0
6.184,3.09071,16.51917,40.01379,7.0
7.15,2.29414,14.31508,40.26325,6.0
6.184,4.652,25.0062,26.84217,6.0
6.184,2.83581,13.03115,35.67314,7.0
6.184,3.12257,19.54318,29.83572,7.0
7.15,3.28189,19.0974,28.48862,6.0
15.846,4.29088,21.5635,23.81535,10.0
4.251,5.73534,26.87134,18.56001,6.0
1.353,3.21816,19.19511,24.94625,9.0
4.251,2.23041,18.09015,26.74238,10.0
5.217,2.00737,12.23604,30.73378,7.0
11.015,2.35786,19.65785,21.05464,16.0
9.082,5.12994,18.93363,20.25636,6.0
13.913,7.29662,18.18054,24.84647,7.0
9.082,4.23778,9.92437,39.96389,4.0
5.217,4.20591,9.92285,45.20261,4.0
4.251,3.63238,9.69401,47.09852,4.0
2.319,3.25002,9.07128,49.34368,7.0
12.947,3.31375,10.48482,52.93594,6.0
8.116,2.83581,11.36878,57.32648,7.0
10.048,2.83581,12.22516,55.28089,6.0
9.082,2.19855,12.79927,51.28949,5.0
6.184,2.326,13.25872,50.24175,5.0
10.048,1.62501,11.46219,49.64304,1.0
6.184,1.27452,10.33723,43.9054,-1.0
5.217,1.08334,9.1695,40.91185,6.0
3.285,1.56129,11.91252,33.2783,5.0
6.184,1.59315,13.67716,26.84217,13.0
9.082,1.62501,10.50506,32.43013,9.0
11.981,0.70099,6.78365,40.81207,7.0
10.048,1.0621,6.22995,44.43759,7.0
11.015,0.46732,4.92543,46.69938,7.0
7.15,0.28677,2.38129,55.8796,6.0
12.947,0.22304,4.64512,52.98584,6.0
12.947,0.6054,5.26785,47.79702,9.0
11.981,0.57353,5.21595,45.95099,8.0
11.015,1.81619,7.23981,40.31314,7.0
13.913,1.97551,6.74366,41.01164,8.0
16.812,2.19855,6.25054,44.65379,6.0
12.947,2.13482,5.29038,48.44562,5.0
11.981,2.16668,4.98965,52.18756,9.0
11.981,2.10296,5.28886,55.43057,7.0
11.981,1.65688,5.36835,56.97724,7.0
10.048,1.59315,5.41568,58.02498,6.0
3.285,2.00737,6.34218,57.2267,7.0
9.082,1.59315,6.57431,60.12046,4.0
5.217,2.38972,12.05276,53.48476,3.0
1.353,1.40197,10.19218,53.33508,7.0
6.184,0.76471,11.5723,51.73852,6.0
11.981,0.98775,17.22491,39.61465,11.0
10.048,1.17893,20.70989,34.02669,8.0
8.116,0.73285,15.65114,42.95744,9.0
4.251,0.79657,10.11295,50.44132,11.0
6.184,1.40197,8.73131,50.591,8.0
20.677,0.97713,6.4274,53.21867,6.0
9.082,0.42484,7.20707,51.35601,6.0
7.15,0.54167,7.33018,48.39573,8.0
10.048,0.6054,8.39109,45.05293,7.0
11.015,0.8603,9.51149,43.45637,6.0
11.015,1.24266,10.38609,41.61035,11.0
17.778,2.54904,12.91673,38.81637,9.0
15.846,3.95101,15.20006,37.46927,6.0
14.879,4.07846,12.48589,40.6125,8.0
19.71,3.4412,11.54877,43.40648,8.0
10.048,2.84967,15.63529,61.8667,4.0
7.15,2.47797,15.75957,62.41552,4.0
6.184,3.53111,24.39473,52.03788,3.0
16.812,5.14179,35.54212,43.30669,10.0
9.082,2.04433,26.8725,45.9011,7.0
6.184,1.45581,22.12998,36.82067,6.0
6.184,2.6948,37.31347,18.16087,6.0
5.217,3.53111,29.54446,27.54066,4.0
9.082,3.62404,21.67738,31.78152,11.0
24.541,0.2065,11.43533,38.45049,9.0
12.947,0.53689,9.0801,39.98052,6.0
2.319,0.2478,9.42435,36.52131,9.0
8.116,2.04433,14.44382,29.03744,6.0
9.082,0.86729,12.83193,22.05249,5.0
9.082,4.42938,26.68164,14.76818,7.0
8.116,7.65074,29.56591,12.72259,10.0
11.015,8.30121,29.60839,14.11958,9.0
6.184,8.23926,34.25891,18.90926,4.0
10.048,7.24807,30.57946,20.45593,7.0
10.048,7.99146,24.3394,22.50152,8.0
4.251,4.36743,16.72474,38.96604,7.0
6.184,3.28331,18.68413,40.91185,6.0
8.116,5.85421,19.69381,35.22411,7.0
9.082,4.42938,13.80731,43.80562,7.0
3.285,3.80988,14.95525,46.5996,2.0
3.285,3.46916,16.07188,46.5996,5.0
3.285,2.35407,14.6126,42.80777,2.0
2.319,1.48678,9.95091,43.05723,6.0
8.116,4.49133,25.64583,24.04819,7.0
3.285,3.19039,23.18408,28.53851,3.0
1.353,3.43819,21.66524,30.53421,3.0
2.319,1.98238,12.31056,40.46282,5.0
3.285,1.28029,9.78887,41.24447,3.0
2.319,2.31278,17.31681,29.86898,2.0
6.184,0.96021,5.26196,43.55615,7.0
8.116,0.96021,14.27398,32.97894,8.0
8.116,0.89827,17.1419,29.38668,6.0
6.184,5.48252,38.43634,12.32345,2.0
10.048,10.93406,36.76217,13.27141,1.0
8.116,15.51831,38.24995,14.96775,5.0
7.15,16.66437,31.83812,26.84217,6.0
3.285,4.98692,13.64565,44.45422,3.0
1.353,5.63739,14.67846,45.40218,6.0
12.947,4.83205,12.24907,48.89465,4.0
6.184,2.41602,8.52609,55.68003,3.0
3.285,3.99573,11.40219,56.5781,2.0
3.285,3.25234,11.30413,59.12261,2.0
3.285,3.90281,13.77292,58.37423,3.0
5.217,4.05768,14.47627,56.42842,2.0
4.251,4.2745,16.66916,53.58455,7.0
5.217,3.59306,13.80221,51.78842,5.0
4.251,2.26115,10.29858,49.59315,3.0
5.217,1.88946,11.06657,45.80132,6.0
6.184,1.57971,9.75891,44.40433,6.0
8.116,1.70361,9.27183,42.05938,4.0
4.251,1.17704,5.67225,42.65809,3.0
6.184,0.3304,8.01026,36.65436,3.0
4.251,0.78469,5.33302,39.38181,5.0
6.184,1.17704,10.32681,33.62755,3.0
8.116,4.70815,23.58029,20.10668,1.0
6.184,3.74793,22.72532,22.95055,2.0
5.217,5.97811,28.66441,20.00689,3.0
3.285,12.38987,32.59882,15.21721,4.0
8.116,9.5402,23.00455,29.38668,6.0
6.184,4.49133,12.52392,41.85981,5.0
7.15,5.82324,13.74979,44.95314,11.0
8.116,4.42938,11.28196,51.93809,6.0
8.116,3.84086,11.59014,54.5325,2.0
7.15,3.65501,11.82559,53.48476,2.0
9.082,3.96476,13.97503,51.8882,4.0
8.116,3.99573,15.31401,50.69078,4.0
9.082,4.42938,21.58142,42.6082,4.0
9.082,5.94714,24.25541,38.91615,3.0
9.082,3.53111,19.93823,43.20691,6.0
8.116,2.88064,13.55762,48.69508,6.0
10.048,3.46916,23.40035,35.22411,2.0
8.116,5.14179,39.50345,21.40388,0.0
14.879,19.23526,51.86219,5.83742,4.0
11.981,5.63739,40.22905,15.76603,1.0
8.116,2.78772,37.12147,17.11313,5.0
11.981,1.23899,33.3561,16.43126,9.0
8.116,3.67566,34.37352,15.9656,8.0
11.015,4.70815,28.03679,23.15012,5.0
10.048,0.58852,18.31008,31.73163,1.0
7.15,1.26996,24.69271,18.46023,1.0
10.048,3.53111,31.57464,10.17807,0.0
7.15,17.71751,40.57231,5.03914,5.0
7.15,26.91698,43.10423,9.18022,5.0
11.981,4.70815,24.52111,32.33034,0.0
7.15,4.2745,17.90708,37.66884,1.0
8.116,5.48252,19.47147,36.47142,3.0
8.116,3.84086,13.37274,50.89035,2.0
8.116,3.28331,11.99938,54.33293,6.0
11.981,4.02671,14.57328,55.13121,5.0
7.15,3.19039,16.30126,56.67788,5.0
13.913,2.72577,18.25158,55.58025,5.0
19.71,7.61977,30.25712,40.5626,9.0
18.744,6.62858,26.92429,43.80562,13.0
22.609,3.87183,21.49549,50.591,16.0
32.271,3.37624,21.6612,53.93379,19.0
20.677,2.78772,19.19645,62.21595,11.0
19.71,3.03552,20.15345,57.77552,12.0
18.744,3.00454,21.83499,59.37208,11.0
22.609,3.06649,20.94773,68.40262,7.0
27.44,2.18888,18.36507,72.24434,9.0
25.508,2.35407,17.45155,64.59416,6.0
27.44,2.94259,19.05801,59.37208,12.0
19.71,3.03552,19.31166,53.38498,10.0
14.879,3.46916,19.24095,48.5953,7.0
13.913,2.35407,13.17661,53.33508,7.0
31.305,4.61523,19.26628,48.99444,9.0
22.609,4.46035,19.89988,45.65164,15.0
10.048,3.99573,14.81884,47.29809,9.0
8.116,3.15942,10.06014,53.48476,6.0
17.778,3.74793,14.05991,52.08777,8.0
23.575,5.42057,18.2295,52.23745,15.0
27.44,5.82324,22.06858,54.23315,11.0
35.17,5.04887,23.80061,62.21595,13.0
35.17,6.9693,32.83902,52.98584,11.0
34.203,6.87638,31.05035,55.82971,12.0
37.102,3.46916,31.52108,51.8882,17.0
29.372,3.31429,36.61118,49.79272,16.0
33.237,1.61068,34.81636,40.76217,18.0
31.305,1.9514,40.83012,30.88346,20.0
29.372,1.92043,48.20608,17.91141,18.0
14.879,3.84086,27.2374,35.77292,4.0
7.15,0.55754,6.62213,47.59745,7.0
7.15,1.05314,8.73419,38.86626,6.0
7.15,1.15639,7.60205,47.56418,3.0
4.251,0.66079,3.47631,49.22727,1.0
3.285,0.4956,3.59756,44.75357,6.0
4.251,0.65047,4.64753,45.30239,7.0
6.184,1.02216,12.29736,40.16346,6.0
8.116,2.13725,14.35085,35.82282,7.0
6.184,6.16396,21.6947,25.99399,6.0
12.947,7.27905,20.77719,30.43443,5.0
18.744,5.29667,14.55718,37.86841,8.0
10.048,5.20374,15.98709,47.14841,7.0
8.116,4.92497,15.27566,50.34153,6.0
11.015,4.5223,15.15033,48.89465,7.0
10.048,8.73485,20.12951,47.8968,5.0
9.082,4.7701,10.41291,55.43057,3.0
7.15,4.30548,11.12532,55.33078,6.0
11.981,3.43819,9.73173,56.5282,3.0
7.15,4.46035,13.90836,54.03358,3.0
7.15,3.62404,14.34891,51.28949,5.0
10.048,2.13725,15.19263,49.2439,6.0
9.082,1.54873,19.70973,44.554,6.0
8.116,1.36289,14.39931,44.10497,6.0
8.116,1.9514,20.42926,35.72303,5.0
13.913,3.90281,37.73898,18.21076,10.0
8.116,1.14606,22.2583,30.88346,6.0
6.184,0.3717,15.07733,32.06425,6.0
3.285,0.99119,17.09846,24.54711,10.0
11.981,0.80534,11.49094,26.94195,7.0
6.184,0.65047,12.32261,28.68819,6.0
8.116,1.14606,15.57355,36.72088,3.0
4.251,2.63285,19.6815,25.2955,7.0
8.116,12.20402,23.7232,22.50152,9.0
12.947,13.47398,23.55855,25.19571,6.0
11.981,7.86756,17.54752,36.92045,7.0
13.913,6.19493,15.85376,43.65594,9.0
9.082,4.42938,12.56939,52.18756,6.0
10.048,4.05768,11.10914,57.37638,7.0
11.981,4.36743,13.20906,55.53035,8.0
8.116,3.40721,13.09684,61.31788,5.0
17.778,5.79226,21.37333,55.48046,4.0
19.71,5.35862,23.27616,55.28089,5.0
19.71,4.73912,28.13785,51.2396,6.0
20.677,2.447,26.94831,49.49336,10.0
16.812,3.09747,28.72387,43.55615,8.0
16.812,3.53111,27.76186,40.51271,9.0
14.879,2.66382,28.29942,36.22196,7.0
13.913,1.85848,26.86036,38.86626,8.0
10.048,1.57971,27.882,33.47787,6.0
21.643,2.18872,30.3646,29.66941,3.0
12.947,2.35391,39.08588,13.63728,8.0
11.015,0.5575,30.96857,20.6555,6.0
11.981,0.5575,32.50282,17.11313,6.0
9.082,0.8982,28.46649,17.21291,6.0
7.15,5.5131,45.09712,5.23871,5.0
10.048,16.4154,47.13798,9.72904,5.0
18.744,9.38465,33.07329,26.5927,15.0
14.879,6.99977,23.9611,40.76217,10.0
24.541,4.8317,18.57483,48.44562,6.0
11.981,3.62378,15.03232,53.93379,6.0
18.744,3.22114,12.77916,58.37423,9.0
18.744,2.6946,16.11059,58.12476,12.0
15.846,3.00433,13.75498,61.31788,6.0
9.082,1.92029,12.44763,66.70627,1.0
10.048,3.00433,16.62552,59.52175,1.0
6.184,2.16807,15.87859,60.36993,3.0
11.981,1.11501,17.74073,56.02928,6.0
10.048,0.99112,19.86088,48.39573,4.0
7.15,1.20793,20.32032,43.55615,3.0
4.251,0.74334,13.31191,44.70368,5.0
3.285,1.39376,16.66991,35.67314,7.0
3.285,2.1371,16.27253,37.07013,4.0
5.217,0.83626,10.64535,45.10282,1.0
4.251,1.44528,13.41566,40.84533,3.0
6.184,0.94975,11.86697,42.37536,5.0
3.285,1.20784,13.58186,41.66024,3.0
5.217,0.65038,4.83994,43.95529,1.0
7.15,0.74329,9.05061,40.21336,6.0
7.15,1.67239,21.37796,29.48647,5.0
12.947,12.79071,33.76327,19.3084,3.0
15.846,9.32204,30.32607,21.50367,4.0
11.015,4.8933,15.8457,35.22411,5.0
4.251,3.87128,11.03147,42.10927,4.0
5.217,5.14106,17.54344,37.16991,5.0
8.116,3.49964,13.33267,42.05938,7.0
4.251,4.8933,15.05422,40.06368,4.0
7.15,3.93322,12.91519,42.90755,3.0
2.319,3.49964,13.33267,43.00734,3.0
4.251,5.11009,19.81696,37.36948,3.0
1.353,7.21606,23.11755,31.78152,5.0
6.184,6.22502,24.29086,27.88991,6.0
5.217,3.93322,25.47993,31.33249,4.0
6.184,1.98209,17.58877,34.6254,5.0
4.251,2.26083,15.08375,36.42153,6.0
2.319,1.7653,17.97065,34.07658,5.0
4.251,1.85821,16.7399,30.18496,5.0
4.251,0.71232,10.18638,32.18066,3.0
19.71,1.89937,17.98553,24.54711,5.0
11.015,1.19743,27.43416,12.90553,6.0
2.319,0.58839,15.06787,24.14797,7.0
2.319,0.34065,10.00902,29.53636,4.0
9.082,4.70714,25.26647,13.07184,7.0
10.048,4.5523,29.75598,11.92431,5.0
10.048,8.91879,29.14226,14.01979,6.0
11.981,10.62203,24.94849,23.00044,6.0
11.015,4.33552,13.62388,42.85766,4.0
11.015,3.68519,10.96226,49.04433,4.0
6.184,3.62326,11.255,52.78627,6.0
6.184,3.28261,10.29403,51.93809,4.0
5.217,3.37551,12.1293,45.65164,2.0
5.217,4.24262,16.23848,45.55185,3.0
4.251,4.92391,22.01695,39.41508,3.0
11.015,3.03487,17.84312,48.24605,6.0
