PM10,NO,NO2,O3,PM25
12.947,1.97415,42.13666,42.00949,7.0
14.879,3.55346,55.34864,25.44518,11.0
15.846,0.95417,36.96948,35.12432,9.0
19.71,0.52638,27.04163,39.38181,10.0
13.913,1.22822,20.17874,41.31099,11.0
11.981,2.27001,18.87069,37.31959,10.0
14.879,0.92116,16.27332,34.77507,9.0
14.879,1.94102,25.66822,35.32389,5.0
12.947,10.0341,36.9666,11.87442,2.0
17.778,18.48906,47.65585,7.18452,8.0
23.575,32.5039,60.56172,6.73549,12.0
26.474,35.46478,66.54642,10.22796,10.0
24.541,12.5015,40.45291,31.88131,11.0
22.609,12.5344,38.23243,37.81852,11.0
18.744,6.51394,24.35284,48.19616,9.0
20.677,4.77031,16.61022,58.12476,8.0
19.71,3.19117,15.61373,61.66713,8.0
21.643,2.5332,19.11815,58.62369,7.0
25.508,3.09248,24.60794,53.63444,17.0
16.812,3.28987,23.38302,54.18326,14.0
18.744,3.22407,26.63045,47.09852,11.0
34.203,2.5332,33.76586,39.76432,15.0
34.203,2.69769,52.01315,18.31055,12.0
33.237,9.14583,59.70339,8.98065,21.0
42.899,33.35926,75.25416,2.34495,31.0
42.899,44.70931,73.85498,2.04559,23.0
46.764,33.75405,65.26345,2.19527,27.0
25.508,5.70179,27.18607,36.65436,15.0
14.879,0.74562,9.77269,54.54913,13.0
9.082,0.55921,10.14887,50.89035,11.0
12.947,0.52632,11.44633,46.49981,11.0
10.048,0.82237,15.05877,44.65379,7.0
15.846,3.42107,27.12278,37.46927,8.0
16.812,6.61188,39.58014,29.43658,10.0
25.508,11.11849,34.134,37.07013,14.0
20.677,9.63822,30.4397,42.20906,11.0
20.677,7.76321,25.01928,50.79057,7.0
17.778,4.01318,14.01576,65.25939,7.0
17.778,4.44082,13.4685,70.44821,7.0
22.609,3.81581,12.74606,75.78671,7.0
23.575,2.99344,9.72377,78.4809,10.0
24.541,2.40133,8.62558,77.23359,6.0
22.609,3.05923,10.43616,73.44176,4.0
18.744,2.23686,9.79948,76.28563,5.0
13.913,1.64475,10.05675,76.13596,7.0
12.947,1.21711,11.57994,70.79746,7.0
15.846,0.92106,11.65435,66.30713,11.0
10.048,1.08553,12.107,62.66498,9.0
10.048,1.05264,10.80198,64.11186,9.0
10.048,1.08553,13.13715,60.86885,10.0
16.812,0.625,10.48174,61.36778,11.0
13.913,0.57011,10.46875,59.20577,10.0
10.048,0.43855,7.13034,60.7358,9.0
14.879,0.49337,7.15466,60.27014,9.0
20.677,0.42759,12.13225,51.63874,8.0
13.913,0.88806,24.32244,24.6469,11.0
20.677,21.83975,40.04312,10.27786,8.0
32.271,61.17761,52.93106,2.89377,13.0
37.102,34.30551,50.29798,8.6314,9.0
37.102,17.10342,44.43354,28.13937,19.0
32.271,12.16974,33.30427,44.00519,14.0
25.508,4.8679,16.16105,67.45466,10.0
23.575,4.07851,12.98237,71.99488,12.0
23.575,3.91405,12.205,73.1923,8.0
15.846,2.92732,10.30426,77.33338,6.0
11.981,2.56551,8.36647,82.62198,8.0
16.812,2.10504,7.71788,82.97123,13.0
11.015,2.03925,10.31129,81.77381,8.0
6.184,2.20371,11.25122,79.97768,7.0
12.947,1.57878,21.04174,68.65208,10.0
12.947,0.85517,20.36312,67.05552,8.0
14.879,1.44721,31.53879,50.34153,8.0
17.778,2.89443,39.50671,39.41508,9.0
11.015,1.31565,26.21356,50.34153,8.0
13.913,1.01963,18.53956,52.18756,10.0
22.609,0.7016,16.75877,50.02555,9.0
14.879,0.5262,14.35614,48.16289,14.0
17.778,0.65775,12.47568,44.80347,9.0
16.812,0.46043,12.18255,45.75142,9.0
17.778,0.65775,14.91258,46.94884,16.0
17.778,2.99276,29.79862,34.6254,10.0
21.643,8.05742,43.42352,26.44303,10.0
22.609,12.43145,40.02013,36.42153,13.0
29.372,4.60424,20.99175,60.5695,14.0
27.44,4.40692,15.17497,67.05552,14.0
28.406,4.01227,13.99303,69.94929,14.0
28.406,3.94649,15.06865,72.5437,14.0
32.271,4.47269,14.80335,74.38972,15.0
25.508,3.48607,13.44602,76.88434,11.0
25.508,4.01227,12.47673,77.8323,10.0
21.643,3.25586,12.77009,77.58284,11.0
16.812,3.68339,16.23021,75.98628,10.0
23.575,2.33501,14.12789,74.58929,8.0
21.643,1.28261,12.60064,72.4938,7.0
23.575,2.69677,18.23039,64.21165,10.0
20.677,1.18395,23.09523,53.73422,10.0
22.609,3.35452,32.33067,47.54755,12.0
23.575,1.61148,17.45757,56.92734,11.0
19.71,0.69064,10.63819,62.46541,11.0
18.744,0.17538,7.16371,63.19717,8.0
17.778,0.30691,10.35361,49.8925,6.0
13.913,0.65767,10.6276,51.53895,7.0
15.846,0.26307,8.09363,53.03573,6.0
15.846,2.26898,16.54573,45.10282,8.0
15.846,7.2673,27.87822,35.274,9.0
16.812,10.85162,37.37386,32.87916,12.0
20.677,7.92497,20.75413,64.01208,10.0
24.541,4.47218,14.08758,76.28563,10.0
19.71,3.61721,11.01473,77.53295,7.0
15.846,3.81451,10.38748,82.57209,8.0
19.71,3.25549,8.70094,85.56564,10.0
19.71,3.97893,9.16119,86.16435,13.0
20.677,3.41991,9.09829,85.86499,14.0
28.406,3.41991,11.10077,80.4766,10.0
23.575,4.6366,13.94372,74.43961,8.0
23.575,4.11046,15.67051,73.39187,10.0
27.44,1.57842,8.89109,77.03402,10.0
28.406,1.11805,6.78269,82.22284,11.0
25.508,1.08516,6.5625,81.1751,9.0
22.609,1.414,5.24648,82.82155,11.0
23.575,2.13744,6.08558,81.02542,9.0
26.474,1.0194,3.63257,78.33123,10.0
37.102,0.74528,2.31893,80.49323,21.0
25.508,0.52608,2.29444,77.8323,8.0
22.609,0.42744,1.94086,76.68477,7.0
22.609,0.36168,0.79765,79.72822,14.0
22.609,0.52608,1.51917,79.97768,11.0
20.677,1.38096,6.04994,77.28348,9.0
25.508,0.9864,5.30271,80.12736,11.0
26.474,1.57824,6.4506,80.07746,10.0
27.44,3.25512,9.99143,76.33553,11.0
23.575,3.1236,8.84088,77.33338,10.0
30.339,2.3016,7.34274,76.93424,7.0
23.575,2.72904,8.36409,77.1837,9.0
25.508,2.9592,7.52439,76.43531,8.0
23.575,4.20863,9.01619,76.08606,8.0
25.508,3.74831,6.53077,80.42671,8.0
21.643,4.40591,7.68601,83.42026,6.0
25.508,2.6304,8.89395,83.32048,5.0
26.474,2.17008,10.35701,82.5222,6.0
24.541,1.70976,9.44016,81.87359,6.0
21.643,0.92064,7.72934,81.92349,8.0
16.812,1.38096,9.24116,79.1794,8.0
19.71,0.9864,8.87255,79.37897,8.0
22.609,1.01928,7.68628,80.62628,10.0
16.812,0.4932,3.89539,82.77166,7.0
17.778,0.56985,4.3877,80.9589,7.0
16.812,0.70136,9.59168,73.24219,5.0
16.812,0.82191,16.14584,59.42197,6.0
16.812,0.75615,16.40883,52.73637,6.0
13.913,0.49314,16.97427,50.74067,8.0
20.677,0.92053,16.7514,49.2439,13.0
18.744,2.10408,25.91006,41.61035,9.0
12.947,3.3205,20.69342,54.78197,7.0
15.846,1.77532,7.33233,79.52865,5.0
15.846,2.03832,6.82094,82.07316,5.0
12.947,2.33421,6.47537,84.76736,5.0
15.846,1.90682,5.67118,86.96263,7.0
16.812,1.90682,5.50901,88.01037,9.0
12.947,1.34793,4.90645,89.65682,8.0
16.812,1.64381,5.75012,90.60478,12.0
11.015,1.84107,6.20445,89.45725,8.0
17.778,1.28217,5.71,89.95618,10.0
20.677,1.41368,6.75166,89.45725,9.0
14.879,0.75615,8.13824,87.31188,9.0
21.643,0.5589,10.38672,80.32693,9.0
18.744,1.01916,15.78933,72.79316,10.0
17.778,0.75615,15.65204,71.59574,8.0
16.812,1.3808,25.01899,61.56735,6.0
21.643,1.87394,29.23601,54.18326,6.0
15.846,1.27107,24.48665,53.68433,8.0
12.947,0.61362,16.995,53.61781,8.0
15.846,2.49831,35.49857,27.79012,12.0
14.879,1.41352,32.56988,32.03099,12.0
17.778,2.66267,38.75809,29.63615,9.0
10.048,17.75112,59.97625,6.58581,8.0
14.879,12.78738,46.84211,21.00474,16.0
34.203,27.0869,56.14219,22.90066,18.0
21.643,7.33056,28.52142,59.92089,10.0
21.643,8.64545,29.69266,57.62584,10.0
19.71,6.54162,21.84364,66.90584,7.0
15.846,5.75268,20.08203,71.44606,6.0
17.778,4.83225,17.44156,73.54155,7.0
19.71,3.02427,12.38032,80.57639,9.0
21.643,2.92565,11.82923,83.32048,12.0
18.744,2.20245,11.74959,84.66757,7.0
15.846,3.18863,13.64097,80.92564,5.0
15.846,2.66267,15.25778,79.32908,3.0
16.812,1.28203,14.18734,78.08176,2.0
12.947,1.01905,19.72282,66.15746,6.0
16.812,1.08479,22.26918,59.72132,8.0
16.812,1.93947,33.70827,46.40003,13.0
23.575,1.05192,33.93468,42.25895,14.0
16.812,0.78894,16.88825,55.63014,9.0
32.271,0.8765,17.01308,53.75085,9.0
12.947,0.48207,11.71481,56.14569,9.0
18.744,0.46016,14.78992,50.5411,11.0
15.846,0.78885,19.90103,41.9097,13.0
10.048,1.74204,35.50073,21.10453,12.0
20.677,5.52194,42.71686,15.61635,14.0
24.541,20.41146,50.33765,12.90553,13.0
33.237,7.39546,23.80877,60.96864,14.0
27.44,4.20719,14.82162,73.09251,14.0
26.474,3.6813,15.30404,74.14026,16.0
24.541,3.61556,15.02689,76.08606,14.0
25.508,2.99105,13.39287,83.42026,13.0
18.744,3.35261,13.10845,87.36177,14.0
19.71,3.08966,16.53515,86.01467,12.0
23.575,2.2022,15.52028,85.11661,14.0
15.846,1.24901,18.22362,83.22069,10.0
20.677,0.88746,15.86247,81.62413,9.0
12.947,0.69024,22.15789,71.39617,12.0
13.913,1.18327,25.99117,63.26369,9.0
17.778,0.92032,31.36155,45.35228,13.0
17.778,0.49303,18.84286,55.38068,12.0
31.305,0.78876,12.67599,58.80663,25.0
10.048,0.56966,9.05496,65.39244,12.0
13.913,0.5587,6.15798,68.5523,12.0
13.913,0.78876,5.48148,69.74972,18.0
14.879,0.42724,6.46747,70.34843,12.0
16.812,1.34746,13.36614,62.76477,12.0
16.812,2.36628,19.2503,56.22885,12.0
18.744,2.59633,26.07408,50.84046,15.0
15.846,2.39914,18.66032,60.32003,10.0
18.744,4.23958,19.77735,67.2052,12.0
15.846,3.77947,16.16614,76.68477,9.0
19.71,2.76066,10.49781,83.76951,6.0
18.744,5.12693,15.77278,80.92564,6.0
14.879,4.23958,13.35625,80.72607,7.0
8.116,3.1879,14.86088,78.13166,7.0
10.048,3.91093,15.80269,78.88004,11.0
7.15,3.68088,16.8569,75.38757,8.0
13.913,4.14098,19.38894,73.8409,6.0
13.913,1.64325,12.91261,78.4809,7.0
14.879,0.72303,10.76231,79.97768,13.0
11.981,2.5306,12.19953,80.02757,9.0
10.048,0.75589,9.14712,82.67187,7.0
11.981,0.69016,6.28016,84.56779,7.0
11.015,0.62444,7.24429,81.1751,8.0
11.015,0.78867,10.22312,72.24434,8.0
18.744,0.96393,17.14457,56.41179,6.0
13.913,0.72295,11.18671,54.13336,8.0
11.015,1.57734,18.07347,43.9054,13.0
13.913,1.84023,25.00437,34.22626,12.0
13.913,5.29065,34.32784,25.09593,14.0
11.015,8.8068,32.01029,29.78582,10.0
11.981,10.58131,26.3774,39.914,11.0
21.643,7.82097,21.55023,46.30024,9.0
17.778,5.78357,14.37425,58.17466,11.0
26.474,3.94334,12.72,66.5067,11.0
21.643,3.87762,12.49722,72.44391,11.0
24.541,2.99037,11.32311,73.8409,11.0
22.609,4.07479,14.51373,74.88864,8.0
19.71,2.99037,12.40164,77.73252,11.0
21.643,3.05609,13.97259,78.38112,11.0
20.677,3.28612,15.18375,74.98843,10.0
25.508,2.33315,12.16906,73.8409,16.0
20.677,1.41303,13.74166,69.89939,12.0
22.609,0.78867,11.24772,72.69337,15.0
19.71,1.41303,9.15792,77.8323,16.0
19.71,1.11728,8.5868,77.73252,15.0
17.778,0.78867,6.82576,80.12736,16.0
12.947,0.75581,5.79761,80.22714,14.0
24.541,0.52572,4.5833,82.08979,14.0
16.812,0.30667,3.91315,83.68635,14.0
16.812,0.39429,4.62314,81.42456,16.0
17.778,0.78858,5.47371,79.32908,16.0
17.778,0.72286,5.68226,78.38112,15.0
15.846,1.87288,11.30241,74.43961,18.0
17.778,2.33288,16.41762,74.4895,13.0
21.643,2.82574,18.30271,75.58714,9.0
22.609,3.9429,17.99101,79.92779,14.0
21.643,3.3186,16.09187,90.85424,10.0
25.508,2.20145,12.5771,100.13425,15.0
30.339,3.9429,15.99693,102.37941,15.0
18.744,2.8586,13.2402,103.7764,12.0
11.981,2.07002,11.53906,101.33167,8.0
16.812,1.80716,10.97201,101.18199,8.0
10.048,2.92431,16.37307,96.79145,10.0
16.812,3.22003,16.94363,96.09296,7.0
16.812,2.00431,20.694,90.10586,3.0
11.981,1.67573,24.0003,77.73252,8.0
16.812,1.74145,42.49294,55.58025,10.0
26.474,8.93723,69.88594,22.20216,16.0
26.474,8.01722,66.33836,20.10668,14.0
21.643,5.12576,59.13077,24.04819,13.0
17.778,1.11715,31.91688,42.30884,10.0
15.846,1.48937,35.34757,33.72733,9.0
11.015,0.96371,27.24847,36.72088,9.0
17.778,0.55851,27.09774,31.88131,8.0
14.879,1.05132,20.20191,34.07658,10.0
12.947,0.95276,19.76056,34.72518,12.0
24.541,2.59544,30.92263,23.79872,15.0
27.44,5.35515,31.43094,28.83787,18.0
31.305,7.32638,29.8627,38.06798,16.0
33.237,5.42086,22.44304,56.47831,13.0
33.237,4.04101,19.71126,70.99703,15.0
30.339,4.07386,19.4993,79.828,18.0
33.237,4.00815,18.57668,91.75231,22.0
36.136,2.98969,17.0682,99.785,17.0
30.339,2.13549,16.70824,102.27963,17.0
36.136,1.83981,16.46142,108.01726,14.0
24.541,1.41271,16.14679,105.97167,13.0
29.372,1.47842,17.55416,101.83059,13.0
31.305,1.51127,23.42855,93.84779,14.0
35.17,1.08417,29.1464,83.66972,17.0
32.271,1.70839,41.22376,68.65208,13.0
25.508,0.9199,13.94003,88.06026,11.0
19.71,0.8542,11.45543,89.45725,14.0
15.846,0.9199,11.51626,87.86069,9.0
14.879,0.59137,8.51901,90.60478,8.0
11.981,0.7446,5.0307,97.19059,5.0
7.15,0.7446,7.04031,89.40736,7.0
8.116,0.55845,7.0566,87.1622,7.0
5.217,0.68985,5.02493,86.56349,6.0
13.913,0.88695,5.42249,79.828,9.0
18.744,1.21545,13.2623,65.80821,13.0
12.947,1.7082,13.09889,64.5609,10.0
8.116,1.21545,4.05754,79.07961,7.0
11.015,1.34685,4.34052,84.91704,7.0
7.15,1.47825,5.05414,83.37037,6.0
3.285,1.54395,4.63043,83.66972,3.0
6.184,1.971,5.91347,83.91919,5.0
4.251,1.971,5.80581,87.01252,7.0
4.251,1.54395,6.40678,87.96048,5.0
1.353,2.00385,9.25433,84.86714,3.0
4.251,1.1169,6.36181,85.71532,2.0
11.981,2.0367,12.37988,77.68262,5.0
11.981,2.13525,16.48127,74.38972,6.0
12.947,1.9053,15.38047,76.43531,4.0
10.048,1.5768,15.83033,73.04262,7.0
12.947,1.4454,13.77099,72.59359,7.0
8.116,1.01835,14.91025,70.29853,7.0
8.116,0.7227,13.37189,70.89724,3.0
6.184,0.3942,10.96882,67.65423,2.0
9.082,0.56933,6.94548,72.77653,5.0
5.217,0.26277,10.78679,61.93322,4.0
8.116,0.75546,11.59144,58.5239,4.0
10.048,0.62408,10.71696,58.02498,10.0
9.082,1.05108,18.13173,49.29379,8.0
13.913,2.26639,21.21757,43.45637,5.0
9.082,3.74447,21.96382,47.49766,5.0
16.812,5.68239,21.03665,49.04433,1.0
17.778,4.86124,14.97939,58.5239,2.0
12.947,4.07293,14.30524,63.71272,5.0
16.812,3.18608,12.27586,73.1923,5.0
15.846,2.98901,12.36286,76.93424,4.0
15.846,2.75908,9.05723,83.86929,3.0
18.744,2.43062,10.79819,82.97123,4.0
16.812,2.52916,11.18507,83.66972,6.0
20.677,2.39777,14.34533,80.17725,6.0
23.575,1.708,13.73527,83.76951,4.0
16.812,1.54377,13.8257,81.92349,4.0
19.71,1.05108,13.50522,78.5308,5.0
14.879,0.88685,17.5228,70.29853,5.0
9.082,0.82116,19.77539,62.21595,5.0
10.048,0.36131,15.90777,59.871,7.0
9.082,1.41239,17.73912,61.66713,6.0
6.184,0.72262,7.44567,72.19445,3.0
18.744,0.21895,7.62138,71.91172,19.0
3.285,0.61306,7.16046,68.9847,4.0
3.285,0.65685,8.24028,61.66713,2.0
4.251,0.78822,10.88836,57.47616,2.0
12.947,0.65685,13.56294,52.43702,8.0
7.15,1.80634,20.77904,42.5583,14.0
11.981,8.57188,43.09396,28.33894,12.0
14.879,12.64435,50.77453,23.15012,12.0
21.643,7.75082,37.04098,37.41938,13.0
21.643,7.65229,34.88019,42.75787,13.0
18.744,6.53565,27.61374,54.5325,8.0
21.643,5.0249,22.40321,63.41337,10.0
17.778,4.89353,20.18525,72.24434,9.0
18.744,3.05435,12.84385,83.1708,12.0
17.778,2.95582,11.75835,88.5093,11.0
15.846,3.21856,13.77488,87.51145,13.0
27.44,3.80973,17.81474,81.62413,14.0
19.71,2.13476,13.33988,85.36607,14.0
15.846,2.10192,13.65906,78.88004,17.0
17.778,0.98527,11.39267,81.22499,12.0
16.812,1.18233,12.91851,77.13381,14.0
17.778,0.75538,12.39035,76.88434,11.0
12.947,1.74065,9.58927,76.5351,11.0
8.116,0.39411,4.28825,83.27058,8.0
10.048,0.78813,7.10206,76.90097,6.0
9.082,0.78813,8.67819,81.15847,5.0
6.184,0.45974,5.2593,83.71962,8.0
7.15,0.36123,4.44318,83.76951,6.0
4.251,0.52542,4.78247,84.71747,11.0
8.116,0.91949,8.42305,78.08176,7.0
4.251,2.33155,14.6938,67.55445,8.0
14.879,2.88981,15.77216,66.20735,11.0
16.812,2.75845,15.54371,65.90799,18.0
16.812,1.83897,12.33264,65.95789,11.0
13.913,2.59426,9.67006,76.38542,9.0
13.913,2.20019,12.74594,73.69122,7.0
19.71,3.15252,15.36934,61.71702,5.0
9.082,3.54658,14.92632,57.32648,4.0
10.048,4.36755,16.73022,53.93379,7.0
7.15,2.98832,15.56737,55.48046,6.0
10.048,4.13768,19.82301,52.18756,3.0
6.184,3.4809,19.2181,53.53465,3.0
3.285,1.87181,15.02261,56.12906,6.0
3.285,1.18219,10.92175,59.02283,4.0
4.251,1.67478,14.35755,54.03358,3.0
7.15,1.4449,13.58164,56.27874,2.0
6.184,1.018,11.54963,59.52175,4.0
8.116,0.32839,7.8249,60.27014,3.0
4.251,0.74426,5.58913,62.06627,6.0
2.319,0.56914,5.57125,60.27014,7.0
3.285,0.7552,4.10457,63.91229,5.0
1.353,0.36118,3.41994,65.95789,6.0
4.251,0.91938,6.05451,60.91874,5.0
3.285,2.23278,18.70057,49.14411,5.0
3.285,3.64468,20.99272,50.64089,4.0
8.116,4.36705,17.79083,56.87745,7.0
9.082,4.0387,15.55563,61.91659,4.0
7.15,4.46556,17.80089,65.15961,2.0
6.184,3.41484,13.34395,69.79961,2.0
7.15,3.02082,11.15574,73.99058,2.0
14.879,3.08649,8.90708,76.88434,1.0
9.082,2.98798,10.77649,77.78241,0.0
8.116,2.79097,9.41389,79.02972,4.0
3.285,3.64468,14.11921,78.18155,4.0
6.184,3.15216,11.27655,78.63058,1.0
6.184,2.6268,12.61908,75.88649,0.0
8.116,1.24773,14.30403,71.49595,3.0
8.116,1.18206,17.41189,65.80821,6.0
8.116,2.0686,25.93321,59.52175,4.0
11.015,2.65963,34.20956,46.74927,7.0
15.846,1.93726,39.66682,35.32389,9.0
15.846,1.54324,41.39866,24.44733,9.0
11.981,0.83173,31.85505,23.88188,7.0
14.879,2.88915,42.65376,8.18237,7.0
11.015,1.5759,34.45279,12.82237,11.0
10.048,0.68946,25.88361,19.85722,13.0
10.048,0.65663,17.34726,32.6297,8.0
11.015,0.85361,11.78586,42.6082,3.0
4.251,2.29819,17.99658,36.67099,5.0
5.217,2.98764,13.29008,50.04218,4.0
16.812,1.96987,12.48929,65.45896,6.0
14.879,2.69216,13.58214,68.85165,10.0
19.71,2.19969,11.06357,69.30068,8.0
20.677,2.82349,15.15179,64.26154,10.0
18.744,2.46234,16.88621,68.95144,11.0
16.812,1.80572,13.00933,81.1751,8.0
15.846,1.80572,10.54065,82.42241,8.0
15.846,1.41174,9.05173,85.06671,6.0
8.116,1.4774,7.50205,86.56349,4.0
18.744,1.08343,8.10613,85.66542,4.0
20.677,0.78795,7.43219,87.26198,9.0
13.913,0.85361,6.84851,87.01252,8.0
17.778,1.01777,8.09948,86.16435,10.0
11.015,0.72229,8.65988,85.31618,8.0
18.744,0.5253,7.40558,84.96693,4.0
17.778,0.5253,4.07824,84.66757,4.0
13.913,0.61278,5.28201,78.89667,4.0
10.048,0.74409,3.00681,78.63058,6.0
10.048,0.52524,3.00269,79.32908,13.0
16.812,0.5909,9.01634,73.79101,8.0
11.981,0.55807,8.69124,78.58069,7.0
15.846,0.88634,7.59791,75.73682,12.0
13.913,0.75503,7.102,74.78886,14.0
10.048,1.18179,6.28675,78.13166,9.0
12.947,2.23227,10.09311,79.27918,9.0
11.981,2.52772,7.97743,84.81725,7.0
13.913,2.46206,7.00541,83.52005,7.0
10.048,2.49489,5.56058,80.92564,5.0
8.116,3.28275,8.3215,81.32478,2.0
11.981,2.39641,5.81886,79.87789,8.0
4.251,2.72468,7.88996,79.12951,6.0
9.082,2.29792,9.24156,79.12951,4.0
10.048,2.00248,8.19281,82.42241,7.0
7.15,1.87117,6.62421,83.07101,6.0
13.913,1.83834,8.12268,81.67402,6.0
11.015,2.36358,10.10631,82.17295,6.0
8.116,2.13379,9.2787,85.06671,7.0
8.116,1.51006,8.84056,84.56779,5.0
11.015,2.29792,10.85059,80.82585,7.0
7.15,0.62372,5.15797,85.36607,5.0
6.184,0.61271,3.70603,83.88592,3.0
7.15,0.52518,4.19759,83.61983,6.0
9.082,0.52518,4.07252,79.77811,7.0
4.251,0.26259,4.02847,74.4895,3.0
