PM10,NO,NO2,O3,PM25
4.251,2.92441,14.44554,67.10541,4.0
2.319,3.54178,14.75045,60.41982,8.0
0.386,3.86671,15.08658,62.61509,6.0
1.353,2.17706,10.42885,63.51315,2.0
0.386,2.66446,13.12325,60.86885,1.0
4.251,1.68966,8.30807,60.46971,4.0
2.319,1.26724,8.32999,52.33723,5.0
1.353,2.66446,10.93305,49.49336,2.0
3.285,0.61738,9.53503,51.8882,4.0
0.386,1.39722,9.85157,44.40433,6.0
2.319,1.16976,4.04692,47.59745,6.0
6.184,0.99678,3.40601,45.50196,4.0
11.015,0.65007,3.10364,43.57278,5.0
8.116,0.71508,2.70859,44.80347,5.0
6.184,1.04011,2.31446,48.5454,4.0
6.184,1.00761,1.99943,49.44347,6.0
7.15,0.84509,2.1965,50.69078,6.0
2.319,1.56017,3.13288,50.79057,1.0
4.251,2.04772,3.42779,54.08347,7.0
7.15,1.56017,4.33173,60.66928,5.0
9.082,3.21785,7.05448,61.41767,5.0
8.116,2.30775,6.41712,62.06627,5.0
6.184,1.8527,5.13415,67.10541,3.0
5.217,1.56017,5.06146,65.8581,4.0
4.251,3.47788,9.26196,65.30928,3.0
4.251,2.37276,7.88116,65.35918,2.0
2.319,2.66529,6.33802,65.2095,3.0
1.353,1.8202,6.27859,62.41552,3.0
5.217,1.65768,8.35211,64.16176,5.0
10.048,1.69018,11.2212,57.72562,5.0
4.251,1.36515,9.58251,60.32003,8.0
4.251,2.17774,15.73812,52.88605,9.0
10.048,1.8527,15.92376,50.34153,11.0
4.251,1.95021,20.309,41.76002,8.0
8.116,1.98272,20.67615,38.21766,11.0
25.508,1.04044,13.40943,49.29379,21.0
11.981,0.73698,11.65181,45.30239,10.0
11.015,1.56066,19.80155,40.91185,7.0
11.981,1.04044,12.36743,49.39358,11.0
19.71,1.20301,12.11817,48.99444,15.0
23.575,2.76366,22.80225,41.01164,23.0
23.575,6.37268,31.90854,34.17636,19.0
24.541,5.42978,24.02843,49.8925,25.0
25.508,3.18634,16.42317,61.96649,22.0
40.001,3.64153,20.1537,66.60649,33.0
38.068,2.11339,16.55744,71.94499,36.0
43.865,2.3735,16.78381,77.58284,40.0
39.034,2.89372,17.28865,76.33553,34.0
30.339,3.51148,20.56152,70.34843,21.0
31.305,2.24344,15.10764,76.83445,29.0
30.339,2.43853,15.12111,79.42886,23.0
21.643,2.73115,19.98661,67.45466,28.0
21.643,2.40601,20.38095,63.16391,20.0
19.71,1.17049,15.50241,62.5153,17.0
18.744,1.07295,10.70249,72.69337,19.0
11.015,0.84536,15.68835,58.22455,10.0
6.184,0.87787,14.3881,53.13551,9.0
3.285,0.52022,10.0912,54.5325,6.0
4.251,0.65027,6.0364,53.2353,1.0
2.319,0.69384,5.60185,46.16719,0.0
2.319,2.51518,18.64026,26.14367,2.0
4.251,1.20338,6.33077,31.83142,3.0
4.251,0.71552,3.17311,37.41938,4.0
3.285,0.61795,2.22912,46.5497,4.0
3.285,1.33348,5.50638,47.04863,4.0
3.285,2.53686,11.94129,42.6082,0.0
1.353,3.31743,10.58821,53.73422,6.0
0.386,2.66695,6.7946,71.34628,5.0
7.15,2.08152,7.7964,71.64563,3.0
6.184,2.30919,10.57187,73.89079,4.0
5.217,2.43929,9.64333,77.53295,7.0
3.285,2.43929,9.69541,79.97768,6.0
11.981,2.63443,10.85432,82.17295,13.0
10.048,3.51257,15.86112,78.13166,10.0
10.048,2.1791,12.85439,81.92349,7.0
7.15,3.28491,13.50225,80.02757,10.0
7.15,1.23591,9.04092,82.17295,7.0
9.082,0.97571,8.03382,81.22499,8.0
6.184,0.84562,11.25371,76.28563,7.0
6.184,1.04076,16.787,67.90369,5.0
9.082,1.23591,31.85019,51.73852,9.0
12.947,0.78057,32.2359,46.74927,10.0
10.048,0.65048,40.24677,30.73378,8.0
10.048,2.25569,42.90238,32.52991,7.0
11.015,0.65068,16.4224,34.39256,8.0
11.015,0.84588,19.94025,26.94195,7.0
11.981,1.39896,29.60673,18.21076,13.0
11.015,1.49656,14.20581,31.13292,10.0
16.812,6.6044,24.01957,20.10668,14.0
15.846,24.72582,38.39596,12.52302,11.0
14.879,17.21047,30.34775,32.97894,14.0
12.947,4.74996,17.18131,54.98154,12.0
17.778,3.38353,13.60279,68.45251,13.0
13.913,2.83046,10.70308,78.5308,15.0
15.846,1.95204,9.81173,82.12306,16.0
22.609,2.37498,12.1302,83.32048,19.0
24.541,2.50512,14.48121,91.90199,12.0
20.677,1.9195,12.20396,98.53769,12.0
17.778,1.9195,13.92168,102.4792,11.0
25.508,1.75684,12.14107,103.02801,17.0
27.44,1.75684,13.54648,97.93898,16.0
16.812,0.91095,9.95058,100.88264,15.0
26.474,0.94349,10.99379,96.74156,16.0
20.677,0.65068,13.47278,89.75661,11.0
22.609,0.71575,18.0577,80.5265,11.0
15.846,0.35787,15.3792,81.77381,10.0
12.947,0.32534,10.38004,84.06886,10.0
11.015,0.30375,8.96872,80.89237,8.0
13.913,0.60749,8.71109,71.97825,11.0
11.981,0.61834,9.71768,69.50025,13.0
7.15,0.55325,10.33776,64.5609,11.0
10.048,0.45562,10.12327,65.65853,9.0
17.778,1.13904,13.28965,71.34628,12.0
17.778,1.46449,14.87177,77.33338,17.0
27.44,1.72484,12.33941,73.64133,15.0
30.339,2.11537,12.469,73.99058,15.0
28.406,1.65975,8.84927,82.32263,12.0
27.44,1.75738,7.659,88.30973,13.0
28.406,1.46449,7.53579,90.00607,17.0
34.203,1.72484,6.4082,93.7979,15.0
31.305,1.23668,7.5209,95.74371,16.0
36.136,1.23668,7.67698,97.63962,15.0
28.406,1.49703,7.53792,98.53769,17.0
28.406,1.1065,7.51238,97.98887,16.0
31.305,1.00887,6.93369,99.83489,16.0
35.17,0.78106,7.17894,101.28178,18.0
35.17,0.42307,8.35218,99.53554,20.0
35.17,0.74852,10.09039,94.14715,15.0
34.203,0.48816,15.1201,81.57424,26.0
34.203,1.88756,33.05728,55.18111,22.0
38.068,0.68343,47.70253,32.97894,24.0
28.406,0.82471,47.82757,36.72088,20.0
25.508,0.52087,22.1526,57.94182,14.0
15.846,0.45576,11.99024,61.01853,12.0
15.846,0.58598,10.75049,61.8667,9.0
15.846,0.68364,11.12079,58.17466,9.0
12.947,1.88815,14.73436,52.88605,11.0
10.048,3.12521,16.11383,49.79272,11.0
12.947,3.8414,15.37971,54.03358,10.0
13.913,2.86478,10.79268,60.46971,11.0
14.879,3.58097,12.50276,63.41337,8.0
18.744,2.86478,12.2488,74.09036,10.0
18.744,2.57179,11.13791,81.32478,8.0
11.015,2.24624,11.22103,80.37682,9.0
4.251,2.89733,10.69076,80.22714,8.0
10.048,2.6369,11.61013,77.53295,9.0
7.15,4.03673,16.58834,69.50025,8.0
10.048,2.83222,15.31497,72.99273,7.0
5.217,2.01837,13.28659,72.24434,5.0
7.15,1.26962,10.84635,71.54585,4.0
12.947,0.68364,9.61266,62.81466,8.0
9.082,2.76711,15.57081,53.73422,8.0
11.981,1.1394,14.68632,53.08562,5.0
9.082,0.84641,13.00338,52.03788,7.0
16.812,0.56445,11.2633,47.96332,9.0
7.15,0.65129,5.44695,46.96547,8.0
10.048,0.5536,4.4012,43.60605,12.0
12.947,0.58616,3.88344,49.69293,8.0
7.15,0.58616,2.16808,66.70627,9.0
11.981,0.58616,5.54681,59.871,9.0
8.116,1.20488,7.0412,52.33723,10.0
9.082,2.44233,12.10919,52.5867,8.0
5.217,4.98236,18.76658,53.83401,9.0
13.913,7.62007,24.13061,61.71702,10.0
18.744,4.98236,22.92502,68.05337,12.0
23.575,2.18182,15.26361,79.77811,15.0
13.913,4.00542,19.38086,78.68047,16.0
23.575,2.60515,14.92639,79.77811,18.0
12.947,2.80054,18.42137,70.29853,11.0
3.285,3.41926,15.23752,78.18155,6.0
10.048,2.57259,12.42927,81.52435,7.0
7.15,2.67028,11.9676,73.09251,6.0
2.319,1.66079,8.6293,74.83875,6.0
4.251,1.36771,9.91037,76.13596,9.0
4.251,1.43283,14.28083,63.66283,5.0
9.082,1.43283,10.79814,67.15531,4.0
4.251,1.66079,16.6343,59.27229,4.0
4.251,1.04206,12.33297,59.07272,6.0
1.353,1.86761,18.8196,51.62211,4.0
-0.58,1.65044,17.83635,53.75085,6.0
1.353,1.30298,15.14781,57.82541,6.0
7.15,0.84694,9.56031,62.46541,6.0
5.217,0.52119,4.55238,63.2138,6.0
7.15,1.17268,8.69715,59.82111,9.0
8.116,1.14011,7.34427,61.71702,7.0
11.015,1.30298,5.12018,65.05982,10.0
10.048,2.01962,5.78787,62.46541,9.0
6.184,3.06201,6.47566,64.21165,8.0
4.251,1.6613,3.89533,68.00348,8.0
5.217,1.56358,4.40886,72.4938,7.0
6.184,1.7916,4.89054,72.24434,7.0
3.285,1.98705,5.83782,67.8538,4.0
5.217,3.15973,10.32648,61.46756,9.0
2.319,2.08477,8.59755,57.42627,6.0
0.386,2.76884,8.12018,58.12476,8.0
4.251,1.85675,5.82978,56.87745,7.0
5.217,1.82418,7.69821,58.02498,6.0
5.217,1.14011,5.68165,64.41122,5.0
5.217,0.61892,4.61037,67.05552,10.0
2.319,1.33556,5.64176,66.45681,7.0
3.285,1.56358,6.79887,65.65853,4.0
3.285,0.78179,3.84107,65.95789,4.0
4.251,0.69514,3.36573,63.8624,4.0
8.116,0.60825,3.56821,62.26584,5.0
5.217,0.58652,2.68404,61.56735,7.0
5.217,0.97754,11.48431,48.09637,7.0
9.082,1.72699,17.24223,40.96174,8.0
7.15,3.1933,20.49879,42.05938,6.0
8.116,5.18097,28.46082,34.12647,9.0
11.015,8.21134,28.85179,40.01379,8.0
10.048,5.01804,18.68761,51.83831,7.0
9.082,3.32364,11.10684,63.01423,9.0
6.184,3.32364,10.06819,68.15316,8.0
12.947,3.45398,13.39977,71.29638,12.0
10.048,2.47644,13.02906,79.37897,11.0
19.71,3.48656,13.8172,84.31833,16.0
10.048,2.44385,11.05365,82.77166,17.0
17.778,2.70453,11.5368,75.98628,8.0
18.744,3.12813,12.653,77.13381,10.0
15.846,1.66182,12.35661,84.96693,17.0
16.812,0.94496,10.54755,97.04091,16.0
9.082,1.10788,11.69993,94.14715,7.0
8.116,0.94496,11.63814,90.85424,9.0
8.116,1.17305,9.10723,90.10586,6.0
11.981,0.52136,13.32631,83.22069,5.0
12.947,0.35843,7.96738,83.76951,6.0
9.082,0.82574,9.877,80.49323,8.0
13.913,0.4346,5.35506,78.23144,8.0
11.015,0.81487,13.28504,64.41122,14.0
11.015,0.42373,3.34727,72.04477,8.0
12.947,0.6193,4.03367,73.04262,14.0
16.812,1.20601,13.98302,63.11401,8.0
19.71,2.02088,16.00383,69.79961,17.0
13.913,3.68322,20.20311,66.40692,14.0
10.048,3.48765,18.47853,63.8624,10.0
8.116,3.55284,14.27777,63.31358,7.0
5.217,2.47721,14.4736,62.61509,4.0
6.184,2.37942,11.509,65.10971,4.0
5.217,2.5098,10.47854,64.76047,5.0
13.913,3.29208,11.51115,64.46111,5.0
10.048,3.58543,11.42471,69.40047,10.0
7.15,3.48765,12.56091,76.08606,10.0
6.184,3.25948,13.84512,76.28563,12.0
1.353,3.03132,10.92471,77.78241,12.0
4.251,1.46677,9.22285,81.97338,8.0
6.184,1.69493,10.11882,78.28133,4.0
11.015,0.6193,7.04439,74.24004,8.0
8.116,1.49936,11.24923,63.11401,8.0
6.184,1.14082,7.33482,61.61724,7.0
10.048,0.68449,3.93371,63.46326,5.0
19.71,0.30431,2.85404,66.58986,6.0
10.048,0.52168,1.89812,67.58771,7.0
9.082,0.6195,3.616,63.11401,6.0
10.048,0.71731,3.72545,60.22025,10.0
11.015,0.45647,4.43671,55.38068,9.0
10.048,1.43462,6.15377,51.13981,6.0
10.048,3.74958,12.09918,45.00304,5.0
11.981,3.35831,10.31239,45.55185,4.0
11.015,3.61915,9.54925,48.49551,3.0
6.184,4.17344,8.49182,51.68863,3.0
5.217,3.45613,7.98324,55.03143,3.0
15.846,4.10823,9.00688,57.8753,4.0
11.015,3.19529,8.07188,59.47186,8.0
8.116,3.32571,10.62181,58.97294,8.0
11.981,2.77143,10.95285,57.62584,10.0
11.981,2.28235,9.00474,57.37638,7.0
8.116,2.96706,11.53494,54.08347,6.0
9.082,2.05412,9.35469,52.63659,10.0
10.048,1.43462,9.57818,50.09207,9.0
9.082,1.79327,9.59899,46.94884,7.0
11.981,1.01076,8.20458,45.65164,8.0
8.116,0.68471,7.7187,42.80777,9.0
8.116,0.94554,5.50278,43.35658,6.0
21.643,0.73928,4.8132,43.70583,7.0
8.116,0.6523,9.02631,39.24877,7.0
9.082,0.60882,6.25791,39.71443,8.0
10.048,1.30461,10.80934,31.83142,8.0
6.184,1.10892,9.86473,32.23056,8.0
12.947,5.31627,17.67536,26.39313,1.0
7.15,4.69658,12.55778,35.274,2.0
11.015,4.56612,13.32829,41.01164,11.0
13.913,3.13105,9.82397,48.89465,10.0
12.947,3.2289,10.60744,52.5368,7.0
32.271,2.25045,7.64765,59.37208,8.0
17.778,2.1526,6.65674,64.96004,13.0
11.981,2.90275,9.49983,71.69552,7.0
19.71,2.25045,7.95882,73.64133,8.0
12.947,1.92429,6.79936,68.35273,8.0
13.913,1.89168,7.41984,68.20305,8.0
12.947,2.11999,8.93677,70.39832,7.0
11.981,1.53291,9.42205,74.73897,5.0
14.879,1.01107,7.83659,75.88649,7.0
19.71,0.68492,8.59598,76.5351,10.0
19.71,0.71753,12.48742,68.05337,9.0
12.947,0.424,17.50129,59.07272,13.0
14.879,0.6523,18.13658,56.42842,11.0
9.082,0.48923,7.65137,72.19445,6.0
8.116,0.435,7.00492,71.51258,16.0
10.048,0.52201,6.52594,71.11344,9.0
11.981,0.45675,6.50504,71.99488,10.0
18.744,0.71776,6.51954,70.34843,9.0
16.812,0.84826,10.62193,60.46971,11.0
14.879,2.34902,17.28865,49.94239,10.0
23.575,4.14341,19.61734,50.04218,9.0
19.71,4.56754,20.21111,54.78197,10.0
20.677,4.04554,20.4413,63.81251,11.0
25.508,3.13203,19.87218,75.98628,14.0
24.541,3.00153,19.50207,91.30328,14.0
25.508,2.28377,16.81849,103.42715,14.0
20.677,1.27239,14.06676,116.09985,14.0
24.541,1.50076,15.42722,125.37985,18.0
21.643,1.53339,15.68822,130.11964,14.0
22.609,1.82702,19.696,126.62717,14.0
21.643,2.21852,22.05043,124.78114,16.0
18.744,1.69652,18.49649,134.01126,14.0
22.609,1.10926,21.5741,126.62717,10.0
20.677,1.01138,25.923,115.20178,13.0
21.643,0.94613,40.74484,97.1407,15.0
24.541,0.65251,42.69834,65.30928,14.0
24.541,0.52217,38.57756,58.93967,22.0
25.508,0.73974,28.91754,62.93107,21.0
24.541,0.32636,25.92444,60.76907,19.0
15.846,0.48953,20.70015,65.35918,16.0
13.913,0.62007,17.49481,66.5566,11.0
18.744,1.95813,18.81103,64.01208,17.0
18.744,1.89286,15.12873,68.80176,15.0
17.778,1.43596,14.37852,76.78456,16.0
17.778,2.08867,17.41917,85.51575,13.0
20.677,1.5665,13.97111,110.86114,15.0
15.846,1.66441,11.64482,111.31017,12.0
18.744,1.33805,11.47165,114.15404,12.0
22.609,1.17488,15.81512,111.7592,12.0
12.947,1.43596,21.47696,100.78285,11.0
19.71,1.63177,29.82956,90.65467,14.0
27.44,1.40332,26.81197,96.4422,14.0
31.305,3.85098,28.29211,82.4723,13.0
22.609,1.20751,21.36092,94.34672,16.0
22.609,0.68534,14.545,104.72436,15.0
27.44,0.81589,16.72825,101.58113,13.0
19.71,0.62007,19.82642,96.09296,14.0
12.947,0.71798,18.01827,90.30543,14.0
16.812,0.5548,20.03013,88.85854,19.0
21.643,0.48953,18.78306,79.92779,17.0
21.643,1.00113,9.30624,83.55331,28.0
12.947,0.69644,5.00878,86.946,10.0
11.015,0.62027,2.25989,63.31358,10.0
11.015,0.45704,2.45838,58.62369,10.0
8.116,0.45704,3.75312,54.78197,7.0
10.048,1.0773,3.83785,55.8796,8.0
11.015,1.0773,4.35575,57.27659,8.0
5.217,1.27318,4.83225,54.88175,5.0
8.116,1.59963,4.22812,59.2224,7.0
9.082,1.33847,4.16246,64.41122,6.0
8.116,2.2199,6.0219,65.60864,7.0
10.048,1.63228,5.21385,66.60649,9.0
7.15,1.30582,5.04115,60.86885,7.0
10.048,1.46905,4.79087,72.44391,8.0
7.15,1.89344,5.64204,68.00348,6.0
7.15,1.69757,6.09774,66.95574,7.0
6.184,1.1426,4.9289,67.35488,6.0
4.251,0.84879,4.75793,73.59144,4.0
3.285,1.01201,6.06133,62.11616,3.0
4.251,0.58762,6.66027,56.32863,4.0
6.184,0.97937,6.47392,52.18756,4.0
5.217,0.45704,5.15144,50.591,3.0
4.251,0.82728,4.52928,48.62856,3.0
7.15,0.7402,2.73022,51.55558,3.0
4.251,0.42453,1.83383,52.5368,1.0
3.285,0.52249,2.1495,52.38713,1.0
7.15,0.45718,2.24965,50.44132,6.0
8.116,1.46951,4.57986,48.69508,4.0
11.015,3.3962,5.55984,46.89895,5.0
16.812,2.84105,6.98047,49.59315,3.0
16.812,2.67777,5.21197,53.48476,3.0
14.879,3.06964,7.40646,54.5824,5.0
12.947,3.59213,5.57,55.231,5.0
12.947,2.2859,4.82928,59.42197,4.0
14.879,3.20026,6.94735,61.61724,8.0
19.71,2.38387,6.69793,62.01638,5.0
11.015,3.16761,8.13626,57.32648,4.0
14.879,2.77574,7.65004,61.81681,6.0
12.947,1.86138,5.48021,65.45896,5.0
8.116,1.56747,5.51672,63.46326,3.0
11.015,1.01233,4.40084,62.96434,4.0
10.048,0.97967,4.9168,61.71702,3.0
11.981,0.71843,4.59266,60.76907,4.0
12.947,0.75108,4.28376,60.27014,4.0
7.15,0.52249,2.25303,61.8667,6.0
23.575,0.34844,2.43227,57.8753,9.0
9.082,0.56621,3.27117,49.8925,7.0
4.251,0.196,2.7005,49.09422,6.0
8.116,0.29399,1.61889,61.56735,8.0
3.285,0.55532,2.04606,63.26369,4.0
2.319,1.17597,9.1144,55.08132,3.0
5.217,2.41728,18.90474,42.30884,6.0
7.15,3.10326,15.88673,43.60605,4.0
9.082,3.69124,16.43393,40.51271,3.0
4.251,2.8746,8.89,50.24175,2.0
2.319,4.18123,11.28457,46.84906,0.0
3.285,3.52791,8.81961,51.43917,4.0
7.15,3.07059,8.33077,57.57595,3.0
9.082,3.59325,8.40899,57.17681,2.0
8.116,2.54794,10.27048,55.231,3.0
7.15,3.23392,11.90923,52.83616,4.0
10.048,4.57322,16.16816,47.14841,5.0
5.217,3.65858,13.48299,46.89895,5.0
5.217,1.79662,9.45629,48.94454,4.0
4.251,1.20864,6.89115,47.39788,6.0
3.285,1.30664,6.06825,46.74927,5.0
1.353,1.14331,8.33661,44.40433,7.0
4.251,1.56796,8.97903,43.70583,5.0
2.319,0.75132,7.23018,45.65164,6.0
1.353,1.04563,2.80999,47.29809,4.0
4.251,1.39418,10.55043,37.31959,4.0
3.285,2.77746,18.70406,27.44088,5.0
3.285,3.39831,18.63132,27.84002,6.0
5.217,2.67943,15.90644,32.13077,4.0
5.217,2.41803,11.60093,38.36733,8.0
5.217,3.92112,13.2785,40.36303,6.0
6.184,7.18872,19.80135,35.9226,4.0
4.251,4.14985,11.53139,44.90325,4.0
1.353,2.54873,8.09057,48.69508,6.0
4.251,3.30028,10.19644,48.24605,4.0
4.251,3.20225,11.58798,49.04433,2.0
4.251,3.49633,13.77468,45.85121,4.0
6.184,4.18253,12.9294,51.63874,5.0
4.251,3.03887,9.87321,55.53035,4.0
6.184,3.03887,9.87321,54.33293,6.0
7.15,2.90817,11.7286,49.69293,5.0
8.116,3.33295,12.16334,50.44132,2.0
5.217,2.28732,9.73262,53.53465,3.0
4.251,1.66648,10.78801,50.09207,3.0
5.217,1.33972,12.89229,44.70368,4.0
8.116,1.79718,16.89719,38.01809,3.0
3.285,0.91493,15.61234,36.12217,6.0
3.285,0.75155,6.13988,40.31314,4.0
3.285,0.65372,4.44275,38.65006,3.0
1.353,0.78447,4.72476,36.65436,3.0
-1.546,0.49029,6.02016,32.13077,4.0
-1.546,0.68641,6.59825,28.23916,5.0
2.319,1.53625,9.94765,21.25421,4.0
4.251,2.68027,12.84598,17.61205,3.0
3.285,5.16441,18.65211,11.17592,3.0
7.15,6.89678,14.39333,17.61205,3.0
5.217,6.21037,11.67214,24.99614,4.0
3.285,4.478,8.90052,36.07228,3.0
3.285,3.46473,7.6627,44.35443,3.0
8.116,3.36668,9.57066,62.81466,5.0
3.285,2.38609,6.52512,59.77122,3.0
7.15,2.90907,7.17066,61.36778,5.0
12.947,2.61489,6.84631,63.8624,6.0
16.812,2.64758,8.45041,63.36348,6.0
15.846,3.17056,10.33661,58.02498,5.0
11.981,2.58221,9.37775,59.12261,7.0
11.981,1.66699,7.31755,57.42627,7.0
10.048,1.27476,7.45372,57.2267,4.0
12.947,1.11133,8.78989,56.37853,5.0
17.778,1.20939,9.36325,54.73207,5.0
14.879,1.07864,9.51203,51.33938,10.0
12.947,0.68641,7.42535,47.8968,7.0
12.947,0.65393,6.8512,46.36676,8.0
12.947,0.69752,4.1664,50.35816,7.0
8.116,0.32696,5.28573,47.99659,7.0
11.015,0.65393,2.92426,57.17681,6.0
12.947,0.58853,3.38622,56.22885,3.0
15.846,1.37325,10.14023,50.99014,2.0
3.285,3.36772,17.15777,47.39788,4.0
6.184,3.69468,13.86625,48.94454,7.0
5.217,3.26963,11.26276,51.58885,4.0
4.251,2.94267,12.07412,54.33293,3.0
3.285,3.17154,12.80826,55.08132,4.0
5.217,2.77919,11.13637,57.27659,4.0
10.048,2.61571,11.33537,56.77767,3.0
5.217,3.33502,13.2293,52.13766,3.0
11.015,2.90997,10.98751,48.74497,4.0
8.116,2.6811,7.97988,41.66024,5.0
3.285,3.43311,8.7386,37.76862,5.0
7.15,2.84458,7.62587,36.97034,3.0
5.217,2.55031,5.75191,35.47357,6.0
5.217,1.70021,5.66029,32.77937,6.0
4.251,1.60212,6.17238,33.62755,5.0
2.319,1.40594,4.71639,35.37378,2.0
5.217,1.17707,2.63883,35.87271,4.0
3.285,0.95939,2.52294,36.05565,6.0
3.285,0.65413,2.37125,35.45694,4.0
2.319,0.55601,2.34954,36.6211,1.0
0.386,0.62142,1.52619,36.97034,2.0
-0.58,0.4906,1.57185,37.02024,2.0
2.319,1.04661,2.78517,36.72088,1.0
3.285,1.43908,3.57783,36.82067,0.0
1.353,1.83156,4.31884,38.16776,1.0
1.353,2.48569,5.63995,38.11787,-1.0
